Epoch,Scenario,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Idle,0.0634,0.9366,0.98,0.0284,0.0494,False,trust-compliant,False,
1,Short Inactivity,laptop,Idle,0.1289,0.8711,0.98,0.0232,0.0866,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Idle,0.0819,0.9181,0.98,0.0655,0.0754,False,trust-compliant,False,
1,Short Inactivity,laptop,Idle,0.1253,0.8747,0.98,0.0399,0.0911,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.7865,1.0,0.9703,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.704,1.0,0.9678,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.6053,1.0,0.9646,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6466,1.0,0.966,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5115,1.0,0.9613,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6066,1.0,0.9647,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4537,1.0,0.9591,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Normal,0.0642,0.9358,1.0,0.0283,0.0499,False,trust-compliant,False,
1,Short Inactivity,laptop,Normal,0.077,0.923,1.0,0.023,0.0554,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.8526,1.0,0.9721,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7546,1.0,0.9694,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.75,1.0,0.9692,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.6034,1.0,0.9645,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.696,1.0,0.9676,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5103,1.0,0.9612,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.641,1.0,0.9658,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4529,1.0,0.959,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Idle,0.1417,0.8583,0.98,0.0203,0.0931,False,trust-compliant,False,
1,Short Inactivity,laptop,Idle,0.1443,0.8557,0.98,0.0171,0.0934,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Idle,0.1272,0.8728,0.98,0.0282,0.0876,False,trust-compliant,False,
1,Short Inactivity,laptop,Idle,0.0544,0.9456,0.98,0.0239,0.0422,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Short Inactivity,phone,Suspicious,0.4019,0.5981,0.92,0.0615,0.2657,False,trust-compliant,False,
1,Short Inactivity,laptop,Idle,0.1414,0.8586,0.98,0.0683,0.1121,False,trust-compliant,False,
2,Short Inactivity,phone,High-Risk,1.0,0.0,0.7969,1.0,0.9706,False,trust-compliant,False,
2,Short Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Short Inactivity,phone,High-Risk,1.0,0.0,0.7112,1.0,0.9681,False,trust-compliant,False,
3,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Short Inactivity,phone,High-Risk,1.0,0.0,0.6516,1.0,0.9662,False,trust-compliant,False,
4,Short Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Short Inactivity,phone,High-Risk,1.0,0.0,0.6101,1.0,0.9648,True,Inactivity timer expired,True,5
5,Short Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0846,0.9154,0.98,0.0618,0.0755,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.1328,0.8672,0.98,0.0788,0.1112,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8561,1.0,0.9722,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7524,1.0,0.9693,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6803,1.0,0.9671,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6301,1.0,0.9654,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0625,0.9375,0.98,0.027,0.0483,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.1004,0.8996,0.98,0.0416,0.0768,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.7014,1.0,0.9677,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6448,1.0,0.9659,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0852,0.9148,0.98,0.0375,0.0661,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.0501,0.9499,0.98,0.023,0.0393,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.6053,1.0,0.9646,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5115,1.0,0.9613,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6416,1.0,0.9658,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4691,1.0,0.9597,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0567,0.9433,0.98,0.037,0.0488,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.1031,0.8969,0.98,0.0432,0.0792,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5591,1.0,0.963,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6892,1.0,0.9674,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.483,1.0,0.9602,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6363,1.0,0.9657,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4361,1.0,0.9584,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.1125,0.8875,0.98,0.0201,0.0755,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.104,0.896,0.98,0.0608,0.0867,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.6053,1.0,0.9646,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5115,1.0,0.9613,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4537,1.0,0.9591,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.1362,0.8638,0.98,0.0401,0.0978,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.0884,0.9116,0.98,0.0176,0.0601,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.1068,0.8932,0.98,0.0231,0.0733,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.1079,0.8921,0.98,0.0565,0.0874,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.6207,1.0,0.9651,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.684,1.0,0.9672,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5364,1.0,0.9622,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6327,1.0,0.9655,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.469,1.0,0.9597,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0719,0.9281,0.98,0.0487,0.0626,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.0964,0.9036,0.98,0.0362,0.0723,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.0854,0.9146,0.98,0.0567,0.0739,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.1466,0.8534,0.98,0.0725,0.1169,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.6053,1.0,0.9646,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5115,1.0,0.9613,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4691,1.0,0.9597,True,Inactivity timer expired,True,5
1,Long Inactivity,phone,Idle,0.054,0.946,0.98,0.0596,0.0562,False,trust-compliant,False,
1,Long Inactivity,laptop,Idle,0.0533,0.9467,0.98,0.0348,0.0459,False,trust-compliant,False,
2,Long Inactivity,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Long Inactivity,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Long Inactivity,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Long Inactivity,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Long Inactivity,laptop,High-Risk,1.0,0.0,0.5211,1.0,0.9616,False,trust-compliant,False,
5,Long Inactivity,phone,High-Risk,1.0,0.0,0.6416,1.0,0.9658,True,Inactivity timer expired,True,5
5,Long Inactivity,laptop,High-Risk,1.0,0.0,0.4596,1.0,0.9593,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.1025,0.8975,0.98,0.0598,0.0855,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.0511,0.9489,0.98,0.0749,0.0606,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8561,1.0,0.9722,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7524,1.0,0.9693,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6803,1.0,0.9671,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6301,1.0,0.9654,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.1198,0.8802,0.98,0.0301,0.0839,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.0784,0.9216,0.98,0.0631,0.0723,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8561,1.0,0.9722,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7524,1.0,0.9693,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6803,1.0,0.9671,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6301,1.0,0.9654,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.0706,0.9294,0.98,0.0457,0.0606,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.1235,0.8765,0.98,0.0763,0.1046,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.115,0.885,0.98,0.0739,0.0986,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.1042,0.8958,0.98,0.0671,0.0894,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4655,1.0,0.9595,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.105,0.895,0.98,0.0705,0.0912,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.1244,0.8756,0.98,0.064,0.1003,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.075,0.925,0.98,0.0697,0.0729,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.1365,0.8635,0.98,0.0706,0.1101,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.684,1.0,0.9672,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6351,1.0,0.9656,False,trust-compliant,False,
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
6,Battery Failure,phone,Suspicious,1.0,0.0,0.6019,1.0,0.9645,False,trust-compliant,False,
7,Battery Failure,phone,High-Risk,1.0,0.0,0.5113,1.0,0.9613,False,trust-compliant,False,
8,Battery Failure,phone,High-Risk,1.0,0.0,0.5177,1.0,0.9615,False,trust-compliant,False,
9,Battery Failure,phone,High-Risk,1.0,0.0,0.522,1.0,0.9617,False,trust-compliant,False,
10,Battery Failure,phone,High-Risk,1.0,0.0,0.525,1.0,0.9618,False,trust-compliant,False,
11,Battery Failure,phone,High-Risk,1.0,0.0,0.527,1.0,0.9618,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11
1,Battery Failure,phone,Idle,0.0991,0.9009,0.98,0.0253,0.0696,False,trust-compliant,False,
1,Battery Failure,laptop,Normal,0.0211,0.9789,1.0,0.0592,0.0363,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.77,1.0,0.9698,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.6129,1.0,0.9649,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5161,1.0,0.9614,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4565,1.0,0.9592,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Idle,0.1469,0.8531,0.98,0.0797,0.12,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.0894,0.9106,0.98,0.018,0.0608,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.7865,1.0,0.9703,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
3,Battery Failure,phone,High-Risk,1.0,0.0,0.7214,1.0,0.9684,False,trust-compliant,False,
3,Battery Failure,laptop,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,
4,Battery Failure,phone,High-Risk,1.0,0.0,0.6065,1.0,0.9647,False,trust-compliant,False,
4,Battery Failure,laptop,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,
5,Battery Failure,phone,High-Risk,1.0,0.0,0.5961,1.0,0.9643,True,Inactivity timer expired,True,5
5,Battery Failure,laptop,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5
1,Battery Failure,phone,Suspicious,0.4481,0.5519,0.92,0.0108,0.2732,False,trust-compliant,False,
1,Battery Failure,laptop,Idle,0.0621,0.9379,0.98,0.0292,0.0489,False,trust-compliant,False,
2,Battery Failure,phone,High-Risk,1.0,0.0,0.8143,1.0,0.9711,False,trust-compliant,False,
2,Battery Failure,laptop,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,
