Epoch,AttackerStrategy,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,DetectionTime
5,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.4624,1.0,0.9594,True,Inactivity timer expired,True,5,-1
10,MIMIC,rogue_laptop,Normal,0.1651,0.8349,1.0,0.1374,0.1554,False,trust-compliant,False,,-1
11,MIMIC,rogue_laptop,Idle,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11,1
1,MIMIC,user_0_phone,Idle,0.1459,0.8541,0.98,0.078,0.1187,False,trust-compliant,False,,-1
1,MIMIC,user_0_laptop_1,Idle,0.14,0.86,0.98,0.0151,0.09,False,trust-compliant,False,,-1
2,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,,-1
3,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.684,1.0,0.9672,False,trust-compliant,False,,-1
4,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.6327,1.0,0.9655,True,Inactivity timer expired,True,5,-1
5,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,MIMIC,rogue_laptop,Normal,0.1911,0.8089,1.0,0.1986,0.1937,False,trust-compliant,False,,-1
11,MIMIC,rogue_laptop,Idle,0.0,1.0,0.9415,1.0,0.8949,True,Behavioral anomaly detected (Risk: 0.89 >= 0.65),True,11,1
1,MIMIC,user_0_phone,Idle,0.0907,0.9093,0.98,0.0648,0.0804,False,trust-compliant,False,,-1
1,MIMIC,user_0_laptop_1,Normal,0.059,0.941,1.0,0.0409,0.0518,False,trust-compliant,False,,-1
2,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.7546,1.0,0.9694,False,trust-compliant,False,,-1
3,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.5572,1.0,0.9629,False,trust-compliant,False,,-1
4,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.4818,1.0,0.9601,False,trust-compliant,False,,-1
5,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.6416,1.0,0.9658,True,Inactivity timer expired,True,5,-1
5,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.4354,1.0,0.9583,True,Inactivity timer expired,True,5,-1
10,MIMIC,rogue_laptop,Normal,0.2107,0.7893,1.0,0.1228,0.1799,False,trust-compliant,False,,-1
11,MIMIC,rogue_laptop,Idle,0.0,1.0,0.987,1.0,0.8991,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11,1
1,MIMIC,user_0_phone,Idle,0.0594,0.9406,0.98,0.0627,0.0607,False,trust-compliant,False,,-1
1,MIMIC,user_0_laptop_1,Idle,0.1145,0.8855,0.98,0.0423,0.0856,False,trust-compliant,False,,-1
2,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.8561,1.0,0.9722,False,trust-compliant,False,,-1
2,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.7524,1.0,0.9693,False,trust-compliant,False,,-1
3,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.6803,1.0,0.9671,False,trust-compliant,False,,-1
4,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,MIMIC,user_0_phone,High-Risk,1.0,0.0,0.5779,1.0,0.9637,True,Inactivity timer expired,True,5,-1
5,MIMIC,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,MIMIC,rogue_laptop,Normal,0.1276,0.8724,1.0,0.1629,0.1399,False,trust-compliant,False,,-1
11,MIMIC,rogue_laptop,Idle,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11,1
1,BURST,user_0_phone,Normal,0.0273,0.9727,1.0,0.0791,0.048,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.0745,0.9255,0.98,0.0242,0.0544,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8526,1.0,0.9721,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.75,1.0,0.9692,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.696,1.0,0.9676,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5211,1.0,0.9616,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.641,1.0,0.9658,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4596,1.0,0.9593,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,Idle,0.1027,0.8973,0.98,0.094,0.0997,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.6266,1.0,0.9653,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.0865,0.9135,0.98,0.0302,0.064,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1155,0.8845,0.98,0.024,0.0789,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,Idle,0.1187,0.8813,0.98,0.0994,0.1119,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.6266,1.0,0.9653,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.0544,0.9456,0.98,0.0146,0.0385,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1034,0.8966,0.98,0.0558,0.0844,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8561,1.0,0.9722,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7524,1.0,0.9693,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.6113,1.0,0.9648,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6803,1.0,0.9671,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5152,1.0,0.9614,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6301,1.0,0.9654,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.456,1.0,0.9591,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,High-Risk,0.765,0.235,0.84,0.7267,0.7516,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.5538,1.0,0.9628,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.0506,0.9494,0.98,0.017,0.0372,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1147,0.8853,0.98,0.0248,0.0787,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5211,1.0,0.9616,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4596,1.0,0.9593,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,High-Risk,0.6385,0.3615,0.84,0.7614,0.6815,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,Suspicious,1.0,0.0,0.4628,1.0,0.9594,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,BURST,user_0_phone,Normal,0.0697,0.9303,1.0,0.0169,0.0486,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Normal,0.053,0.947,1.0,0.0526,0.0528,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8526,1.0,0.9721,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7546,1.0,0.9694,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.75,1.0,0.9692,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.6034,1.0,0.9645,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6786,1.0,0.967,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5103,1.0,0.9612,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6289,1.0,0.9654,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4529,1.0,0.959,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,High-Risk,0.6685,0.3315,0.84,0.5625,0.6314,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.5538,1.0,0.9628,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.0831,0.9169,0.98,0.0201,0.0579,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1095,0.8905,0.98,0.0753,0.0958,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.7865,1.0,0.9703,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.704,1.0,0.9678,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6466,1.0,0.966,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6066,1.0,0.9647,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4655,1.0,0.9595,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,Idle,0.095,0.905,0.98,0.0609,0.0831,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.6266,1.0,0.9653,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.1419,0.8581,0.98,0.0395,0.101,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1138,0.8862,0.98,0.0333,0.0816,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,Idle,0.0891,0.9109,0.98,0.13,0.1034,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.6266,1.0,0.9653,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.146,0.854,0.98,0.0711,0.116,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1344,0.8656,0.98,0.0613,0.1052,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5211,1.0,0.9616,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4596,1.0,0.9593,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,High-Risk,0.6515,0.3485,0.84,0.7628,0.6904,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.5538,1.0,0.9628,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.1124,0.8876,0.98,0.072,0.0963,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Normal,0.0118,0.9882,1.0,0.0176,0.0141,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7546,1.0,0.9694,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.6034,1.0,0.9645,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6892,1.0,0.9674,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5103,1.0,0.9612,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6363,1.0,0.9657,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4683,1.0,0.9596,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,High-Risk,0.8262,0.1738,0.84,0.7382,0.7954,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,High-Risk,1.0,0.0,0.5538,1.0,0.9628,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,BURST,user_0_phone,Idle,0.0886,0.9114,0.98,0.0517,0.0738,False,trust-compliant,False,,-1
1,BURST,user_0_laptop_1,Idle,0.1027,0.8973,0.98,0.0206,0.0699,False,trust-compliant,False,,-1
2,BURST,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,BURST,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,BURST,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,BURST,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,BURST,user_0_laptop_1,High-Risk,1.0,0.0,0.4655,1.0,0.9595,True,Inactivity timer expired,True,5,-1
10,BURST,rogue_laptop,Idle,0.0569,0.9431,0.98,0.0901,0.0685,False,trust-compliant,False,,-1
11,BURST,rogue_laptop,Suspicious,1.0,0.0,0.5811,1.0,0.9638,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Idle,0.0547,0.9453,0.98,0.0221,0.0416,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.1407,0.8593,0.98,0.0209,0.0927,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,RANDOM,rogue_laptop,High-Risk,0.795,0.205,0.84,0.7425,0.7766,False,trust-compliant,False,,-1
11,RANDOM,rogue_laptop,Suspicious,1.0,0.0,0.6714,1.0,0.9668,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Normal,0.0229,0.9771,1.0,0.0407,0.03,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.088,0.912,0.98,0.0329,0.066,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8526,1.0,0.9721,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.75,1.0,0.9692,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6786,1.0,0.967,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6289,1.0,0.9654,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.4655,1.0,0.9595,True,Inactivity timer expired,True,5,-1
10,RANDOM,rogue_laptop,Idle,0.5979,0.4021,0.98,0.4777,0.5558,False,trust-compliant,False,,-1
11,RANDOM,rogue_laptop,Suspicious,1.0,0.0,0.6345,1.0,0.9656,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Idle,0.0799,0.9201,0.98,0.017,0.0548,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.1131,0.8869,0.98,0.05,0.0879,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5211,1.0,0.9616,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.4596,1.0,0.9593,True,Inactivity timer expired,True,5,-1
10,RANDOM,rogue_laptop,Suspicious,0.6298,0.3702,0.91,0.5594,0.6052,False,trust-compliant,False,,-1
11,RANDOM,rogue_laptop,High-Risk,1.0,0.0,0.576,1.0,0.9636,True,Behavioral anomaly detected (Risk: 0.96 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Idle,0.0812,0.9188,0.98,0.033,0.0619,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.1069,0.8931,0.98,0.0692,0.0918,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.684,1.0,0.9672,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6327,1.0,0.9655,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
10,RANDOM,rogue_laptop,Suspicious,0.8017,0.1983,0.91,0.6803,0.7592,False,trust-compliant,False,,-1
11,RANDOM,rogue_laptop,High-Risk,1.0,0.0,0.696,1.0,0.9676,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Idle,0.1424,0.8576,0.98,0.061,0.1098,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.0865,0.9135,0.98,0.0387,0.0674,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.7403,1.0,0.9689,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.6113,1.0,0.9648,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6718,1.0,0.9668,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5152,1.0,0.9614,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6242,1.0,0.9652,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.456,1.0,0.9591,True,Inactivity timer expired,True,5,-1
10,RANDOM,rogue_laptop,Normal,0.7077,0.2923,1.0,0.5777,0.6622,False,trust-compliant,False,,-1
11,RANDOM,rogue_laptop,Suspicious,1.0,0.0,0.735,1.0,0.9688,True,Behavioral anomaly detected (Risk: 0.97 >= 0.65),True,11,1
1,RANDOM,user_0_phone,Idle,0.0874,0.9126,0.98,0.0118,0.0572,False,trust-compliant,False,,-1
1,RANDOM,user_0_laptop_1,Idle,0.0547,0.9453,0.98,0.0254,0.043,False,trust-compliant,False,,-1
2,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.8387,1.0,0.9718,False,trust-compliant,False,,-1
2,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.7423,1.0,0.969,False,trust-compliant,False,,-1
3,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.7577,1.0,0.9695,False,trust-compliant,False,,-1
3,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5959,1.0,0.9643,False,trust-compliant,False,,-1
4,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.684,1.0,0.9672,False,trust-compliant,False,,-1
4,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.5057,1.0,0.961,False,trust-compliant,False,,-1
5,RANDOM,user_0_phone,High-Risk,1.0,0.0,0.6327,1.0,0.9655,True,Inactivity timer expired,True,5,-1
5,RANDOM,user_0_laptop_1,High-Risk,1.0,0.0,0.4501,1.0,0.9589,True,Inactivity timer expired,True,5,-1
