Epoch,DeviceID,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,Configuration
13,rogue_client_0,0.0,1.0,0.9778,0.0948,0.5908,False,Device is trust-compliant.,False,,graph_lstm_only
14,rogue_client_0,0.0,1.0,0.9863,0.1035,0.5971,False,Device is trust-compliant.,False,,graph_lstm_only
15,rogue_client_0,0.0,1.0,0.9916,1.0,0.8995,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,15,graph_lstm_only
1,user_0_phone,0.0647,0.9353,1.0,0.077,0.0696,False,Device is trust-compliant.,False,,full
1,user_0_laptop_1,0.1427,0.8573,0.98,0.0327,0.0987,False,Device is trust-compliant.,False,,full
1,silent_forgotten_tablet,0.0578,0.9422,0.995,0.0404,0.0508,False,Device is trust-compliant.,False,,full
2,user_0_phone,1.0,0.0,0.8526,0.0158,0.8298,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,2,full
2,user_0_laptop_1,1.0,0.0,0.7423,0.014,0.8131,True,Behavioral anomaly detected (Risk: 0.81 >= 0.65),True,2,full
2,silent_forgotten_tablet,0.0741,0.9259,0.9902,0.0179,0.0516,False,Device is trust-compliant.,False,,full
3,silent_forgotten_tablet,0.0632,0.9368,0.9857,0.0433,0.0552,False,Device is trust-compliant.,False,,full
4,silent_forgotten_tablet,0.022,0.978,0.9815,0.0499,0.0332,False,Device is trust-compliant.,False,,full
5,silent_forgotten_tablet,0.0211,0.9789,0.9774,0.0289,0.0242,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5,full
10,rogue_client_0,0.1515,0.8485,1.0,0.1113,0.1374,False,Device is trust-compliant.,False,,full
11,rogue_client_0,0.0,1.0,0.9415,0.1095,0.5891,False,Device is trust-compliant.,False,,full
12,rogue_client_0,0.0,1.0,0.9696,0.1047,0.5936,False,Device is trust-compliant.,False,,full
13,rogue_client_0,0.0,1.0,0.9659,0.1251,0.6025,False,Device is trust-compliant.,False,,full
14,rogue_client_0,0.0,1.0,0.9636,0.0982,0.589,False,Device is trust-compliant.,False,,full
15,rogue_client_0,0.0,1.0,0.9776,0.0512,0.5696,False,Device is trust-compliant.,False,,full
16,rogue_client_0,0.0,1.0,0.9862,0.124,0.6069,False,Device is trust-compliant.,False,,full
17,rogue_client_0,0.0,1.0,0.9915,0.0412,0.568,False,Device is trust-compliant.,False,,full
18,rogue_client_0,0.0,1.0,0.9956,0.1417,0.6175,False,Device is trust-compliant.,False,,full
19,rogue_client_0,0.0,1.0,0.9977,0.0668,0.5821,False,Device is trust-compliant.,False,,full
20,rogue_client_0,0.0,1.0,0.9986,0.0463,0.5723,False,Device is trust-compliant.,False,,full
21,rogue_client_0,0.0,1.0,0.9991,0.1483,0.6215,False,Device is trust-compliant.,False,,full
22,rogue_client_0,0.0,1.0,0.9994,0.0427,0.5707,False,Device is trust-compliant.,False,,full
23,rogue_client_0,0.0,1.0,0.9842,0.098,0.5939,False,Device is trust-compliant.,False,,full
24,rogue_client_0,0.0,1.0,0.9903,0.0567,0.5754,False,Device is trust-compliant.,False,,full
25,rogue_client_0,0.0,1.0,0.994,0.1155,0.6047,False,Device is trust-compliant.,False,,full
26,rogue_client_0,0.0,1.0,0.9963,0.1299,0.6121,False,Device is trust-compliant.,False,,full
27,rogue_client_0,0.0,1.0,0.9284,0.0871,0.5751,False,Device is trust-compliant.,False,,full
28,rogue_client_0,0.0,1.0,0.9559,0.1225,0.5989,False,Device is trust-compliant.,False,,full
29,rogue_client_0,0.0,1.0,0.9728,0.0612,0.5733,False,Device is trust-compliant.,False,,full
30,rogue_client_0,0.0,1.0,0.9139,0.1092,0.5823,False,Device is trust-compliant.,False,,full
31,rogue_client_0,0.0,1.0,0.8777,0.1253,0.5814,False,Device is trust-compliant.,False,,full
32,rogue_client_0,0.0,1.0,0.9247,0.0978,0.5794,False,Device is trust-compliant.,False,,full
33,rogue_client_0,0.0,1.0,0.9536,0.0799,0.5777,False,Device is trust-compliant.,False,,full
34,rogue_client_0,0.0,1.0,0.9629,0.064,0.5722,False,Device is trust-compliant.,False,,full
35,rogue_client_0,0.0,1.0,0.9617,0.095,0.587,False,Device is trust-compliant.,False,,full
36,rogue_client_0,0.0,1.0,0.9764,0.0771,0.5819,False,Device is trust-compliant.,False,,full
37,rogue_client_0,0.0,1.0,0.9701,0.0673,0.5756,False,Device is trust-compliant.,False,,full
38,rogue_client_0,0.0,1.0,0.9816,0.0814,0.5853,False,Device is trust-compliant.,False,,full
39,rogue_client_0,0.994,0.006,0.76,0.0539,0.8262,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,39,full
1,user_0_phone,0.0544,0.9456,0.98,0.0203,0.0408,False,Device is trust-compliant.,False,,full
1,user_0_laptop_1,0.146,0.854,0.98,0.0409,0.1039,False,Device is trust-compliant.,False,,full
1,silent_forgotten_tablet,0.0531,0.9469,0.995,0.0371,0.0467,False,Device is trust-compliant.,False,,full
2,user_0_phone,1.0,0.0,0.8387,0.0734,0.8436,True,Behavioral anomaly detected (Risk: 0.84 >= 0.65),True,2,full
2,user_0_laptop_1,1.0,0.0,0.7423,0.0166,0.8139,True,Behavioral anomaly detected (Risk: 0.81 >= 0.65),True,2,full
2,silent_forgotten_tablet,0.0334,0.9666,0.9902,0.024,0.0296,False,Device is trust-compliant.,False,,full
3,silent_forgotten_tablet,0.0275,0.9725,0.9857,0.0394,0.0323,False,Device is trust-compliant.,False,,full
4,silent_forgotten_tablet,0.0215,0.9785,0.9815,0.0107,0.0172,False,Device is trust-compliant.,False,,full
5,silent_forgotten_tablet,0.0692,0.9308,0.9774,0.015,0.0475,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5,full
10,rogue_client_0,0.1388,0.8612,1.0,0.1491,0.1424,False,Device is trust-compliant.,False,,full
11,rogue_client_0,0.0,1.0,0.9846,0.0606,0.5759,False,Device is trust-compliant.,False,,full
12,rogue_client_0,0.0,1.0,0.9905,0.1179,0.605,False,Device is trust-compliant.,False,,full
13,rogue_client_0,0.0,1.0,0.9248,0.1228,0.5916,False,Device is trust-compliant.,False,,full
14,rogue_client_0,0.0,1.0,0.9383,0.1187,0.5929,False,Device is trust-compliant.,False,,full
15,rogue_client_0,0.0,1.0,0.962,0.1059,0.5924,False,Device is trust-compliant.,False,,full
16,rogue_client_0,0.0,1.0,0.9766,0.0887,0.5876,False,Device is trust-compliant.,False,,full
17,rogue_client_0,0.0,1.0,0.9856,0.1451,0.6168,False,Device is trust-compliant.,False,,full
18,rogue_client_0,0.0,1.0,0.9911,0.1113,0.602,False,Device is trust-compliant.,False,,full
19,rogue_client_0,0.0,1.0,0.9945,0.073,0.5843,False,Device is trust-compliant.,False,,full
20,rogue_client_0,0.0,1.0,0.9966,0.1081,0.6018,False,Device is trust-compliant.,False,,full
21,rogue_client_0,0.0,1.0,0.9286,0.142,0.6017,False,Device is trust-compliant.,False,,full
22,rogue_client_0,0.0,1.0,0.9406,0.0592,0.5644,False,Device is trust-compliant.,False,,full
23,rogue_client_0,0.0,1.0,0.9634,0.1334,0.6059,False,Device is trust-compliant.,False,,full
24,rogue_client_0,0.0,1.0,0.9621,0.0765,0.5781,False,Device is trust-compliant.,False,,full
25,rogue_client_0,0.0,1.0,0.9767,0.1181,0.6018,False,Device is trust-compliant.,False,,full
26,rogue_client_0,0.0,1.0,0.9856,0.1139,0.6019,False,Device is trust-compliant.,False,,full
27,rogue_client_0,0.0,1.0,0.9925,0.1371,0.6146,False,Device is trust-compliant.,False,,full
28,rogue_client_0,0.0,1.0,0.98,0.0513,0.5702,False,Device is trust-compliant.,False,,full
29,rogue_client_0,0.0,1.0,0.9877,0.1492,0.6192,False,Device is trust-compliant.,False,,full
30,rogue_client_0,0.0,1.0,0.9924,0.0892,0.5917,False,Device is trust-compliant.,False,,full
31,rogue_client_0,0.0,1.0,0.9953,0.1181,0.6062,False,Device is trust-compliant.,False,,full
32,rogue_client_0,0.0,1.0,0.9971,0.1078,0.6017,False,Device is trust-compliant.,False,,full
33,rogue_client_0,0.0,1.0,0.9982,0.1137,0.6048,False,Device is trust-compliant.,False,,full
34,rogue_client_0,0.0,1.0,0.9989,0.1329,0.6142,False,Device is trust-compliant.,False,,full
35,rogue_client_0,0.0,1.0,0.9864,0.1135,0.6019,False,Device is trust-compliant.,False,,full
36,rogue_client_0,0.0,1.0,0.9916,0.1141,0.6034,False,Device is trust-compliant.,False,,full
37,rogue_client_0,0.0,1.0,0.9826,0.1303,0.609,False,Device is trust-compliant.,False,,full
38,rogue_client_0,0.0,1.0,0.9893,0.0716,0.5824,False,Device is trust-compliant.,False,,full
39,rogue_client_0,0.0,1.0,0.9944,0.091,0.593,False,Device is trust-compliant.,False,,full
40,rogue_client_0,0.0,1.0,0.9966,0.0708,0.5837,False,Device is trust-compliant.,False,,full
1,user_0_phone,0.1294,0.8706,0.98,0.0284,0.089,False,Device is trust-compliant.,False,,full
1,user_0_laptop_1,0.1228,0.8772,0.98,0.0447,0.0916,False,Device is trust-compliant.,False,,full
1,silent_forgotten_tablet,0.0323,0.9677,0.995,0.0344,0.0332,False,Device is trust-compliant.,False,,full
2,user_0_phone,1.0,0.0,0.8387,0.0314,0.8322,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,2,full
2,user_0_laptop_1,1.0,0.0,0.7423,0.0375,0.8202,True,Behavioral anomaly detected (Risk: 0.82 >= 0.65),True,2,full
2,silent_forgotten_tablet,0.0506,0.9494,0.9902,0.0178,0.0375,False,Device is trust-compliant.,False,,full
3,silent_forgotten_tablet,0.0508,0.9492,0.9857,0.0297,0.0424,False,Device is trust-compliant.,False,,full
4,silent_forgotten_tablet,0.0297,0.9703,0.9815,0.0474,0.0367,False,Device is trust-compliant.,False,,full
5,silent_forgotten_tablet,0.0695,0.9305,0.9774,0.0326,0.0547,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5,full
10,rogue_client_0,0.1253,0.8747,1.0,0.139,0.1301,False,Device is trust-compliant.,False,,full
11,rogue_client_0,0.0,1.0,1.0,0.0781,0.5881,False,Device is trust-compliant.,False,,full
12,rogue_client_0,0.0,1.0,1.0,0.045,0.572,False,Device is trust-compliant.,False,,full
13,rogue_client_0,0.0,1.0,1.0,0.0467,0.5728,False,Device is trust-compliant.,False,,full
14,rogue_client_0,0.0,1.0,1.0,0.1264,0.6113,False,Device is trust-compliant.,False,,full
15,rogue_client_0,0.0,1.0,1.0,0.0638,0.5812,False,Device is trust-compliant.,False,,full
16,rogue_client_0,0.0,1.0,1.0,0.0695,0.584,False,Device is trust-compliant.,False,,full
17,rogue_client_0,0.0,1.0,1.0,0.1102,0.6036,False,Device is trust-compliant.,False,,full
18,rogue_client_0,0.0,1.0,1.0,0.1295,0.6128,False,Device is trust-compliant.,False,,full
19,rogue_client_0,0.0,1.0,0.9846,0.0644,0.5777,False,Device is trust-compliant.,False,,full
20,rogue_client_0,0.0,1.0,0.9751,0.0465,0.5666,False,Device is trust-compliant.,False,,full
21,rogue_client_0,0.0,1.0,0.9847,0.0777,0.5842,False,Device is trust-compliant.,False,,full
22,rogue_client_0,0.0,1.0,0.9906,0.1041,0.5984,False,Device is trust-compliant.,False,,full
23,rogue_client_0,0.0,1.0,0.9249,0.1256,0.5929,False,Device is trust-compliant.,False,,full
24,rogue_client_0,0.0,1.0,0.9383,0.068,0.5682,False,Device is trust-compliant.,False,,full
25,rogue_client_0,0.0,1.0,0.9549,0.1178,0.5964,False,Device is trust-compliant.,False,,full
26,rogue_client_0,0.0,1.0,0.9722,0.1319,0.6073,False,Device is trust-compliant.,False,,full
27,rogue_client_0,0.0,1.0,0.9675,0.0998,0.5908,False,Device is trust-compliant.,False,,full
28,rogue_client_0,0.0,1.0,0.98,0.1194,0.6032,False,Device is trust-compliant.,False,,full
29,rogue_client_0,0.0,1.0,0.9877,0.0665,0.5795,False,Device is trust-compliant.,False,,full
30,rogue_client_0,0.0,1.0,0.977,0.1174,0.6015,False,Device is trust-compliant.,False,,full
31,rogue_client_0,0.0,1.0,0.9858,0.1133,0.6017,False,Device is trust-compliant.,False,,full
32,rogue_client_0,0.0,1.0,0.9913,0.1456,0.6183,False,Device is trust-compliant.,False,,full
33,rogue_client_0,0.0,1.0,0.9946,0.0886,0.5919,False,Device is trust-compliant.,False,,full
34,rogue_client_0,0.0,1.0,0.9972,0.0673,0.5822,False,Device is trust-compliant.,False,,full
35,rogue_client_0,0.0,1.0,0.9983,0.1428,0.6187,False,Device is trust-compliant.,False,,full
36,rogue_client_0,0.0,1.0,0.999,0.0413,0.5699,False,Device is trust-compliant.,False,,full
37,rogue_client_0,0.0,1.0,0.984,0.0836,0.5869,False,Device is trust-compliant.,False,,full
38,rogue_client_0,0.0,1.0,0.9917,0.0862,0.59,False,Device is trust-compliant.,False,,full
39,rogue_client_0,0.0,1.0,0.9949,0.0578,0.577,False,Device is trust-compliant.,False,,full
40,rogue_client_0,0.0,1.0,0.9843,0.0408,0.5661,False,Device is trust-compliant.,False,,full
1,user_0_phone,0.0567,0.9433,0.98,0.0236,0.0435,False,Device is trust-compliant.,False,,full
1,user_0_laptop_1,0.0718,0.9282,0.98,0.0228,0.0522,False,Device is trust-compliant.,False,,full
1,silent_forgotten_tablet,0.0289,0.9711,0.995,0.0398,0.0332,False,Device is trust-compliant.,False,,full
2,user_0_phone,1.0,0.0,0.8387,0.0454,0.8361,True,Behavioral anomaly detected (Risk: 0.84 >= 0.65),True,2,full
2,user_0_laptop_1,1.0,0.0,0.7423,0.0714,0.8299,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,2,full
2,silent_forgotten_tablet,0.0387,0.9613,0.9902,0.0161,0.0297,False,Device is trust-compliant.,False,,full
3,silent_forgotten_tablet,0.0475,0.9525,0.9857,0.0468,0.0472,False,Device is trust-compliant.,False,,full
4,silent_forgotten_tablet,0.0444,0.9556,0.9815,0.0175,0.0336,False,Device is trust-compliant.,False,,full
5,silent_forgotten_tablet,0.0193,0.9807,0.9774,0.0306,0.0238,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5,full
10,rogue_client_0,0.1456,0.8544,0.98,0.0996,0.1295,False,Device is trust-compliant.,False,,full
11,rogue_client_0,0.0,1.0,0.9877,0.0555,0.5741,False,Device is trust-compliant.,False,,full
12,rogue_client_0,0.0,1.0,0.9924,0.1472,0.6194,False,Device is trust-compliant.,False,,full
13,rogue_client_0,1.0,0.0,0.696,0.102,0.832,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,13,full
1,user_0_phone,0.0684,0.9316,0.98,0.0451,0.0591,False,Device is trust-compliant.,False,,full
1,user_0_laptop_1,0.0503,0.9497,1.0,0.0361,0.0446,False,Device is trust-compliant.,False,,full
1,silent_forgotten_tablet,0.0669,0.9331,0.995,0.0228,0.0493,False,Device is trust-compliant.,False,,full
2,user_0_phone,1.0,0.0,0.7865,0.0391,0.827,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,2,full
2,user_0_laptop_1,1.0,0.0,0.7546,0.076,0.8329,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,2,full
2,silent_forgotten_tablet,0.0585,0.9415,0.9902,0.032,0.0479,False,Device is trust-compliant.,False,,full
3,silent_forgotten_tablet,0.0642,0.9358,0.9857,0.0472,0.0574,False,Device is trust-compliant.,False,,full
4,silent_forgotten_tablet,0.0774,0.9226,0.9815,0.0454,0.0646,False,Device is trust-compliant.,False,,full
5,silent_forgotten_tablet,0.075,0.925,0.9774,0.0466,0.0636,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5,full
10,rogue_client_0,0.1221,0.8779,0.98,0.1383,0.1277,False,Device is trust-compliant.,False,,full
11,rogue_client_0,0.0,1.0,0.9723,0.0851,0.5848,False,Device is trust-compliant.,False,,full
12,rogue_client_0,0.9999,0.0001,0.753,0.0673,0.8303,True,Behavioral anomaly detected (Risk: 0.83 >= 0.65),True,12,full
