Epoch,AttackerStrategy,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,DetectionTime
5,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9628,0.018,0.5679,False,trust-compliant,False,,-1
6,legacy_mimicry,user_0_phone,Idle,0.0,1.0,0.9488,0.018,0.5713,False,trust-compliant,False,,-1
6,legacy_mimicry,user_0_laptop_1,Idle,0.0,1.0,0.9617,0.018,0.5681,False,trust-compliant,False,,-1
7,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9652,0.018,0.5673,False,trust-compliant,False,,-1
7,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.961,0.018,0.5683,False,trust-compliant,False,,-1
8,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9763,0.018,0.5646,False,trust-compliant,False,,-1
8,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9606,0.018,0.5684,False,trust-compliant,False,,-1
9,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9835,0.018,0.5628,False,trust-compliant,False,,-1
9,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9757,0.018,0.5647,False,trust-compliant,False,,-1
10,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9885,0.018,0.5616,False,trust-compliant,False,,-1
10,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.985,0.018,0.5624,False,trust-compliant,False,,-1
10,legacy_mimicry,rogue_laptop,Normal,0.0,1.0,1.0,0.0,0.0,False,trust-compliant,False,,-1
11,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.992,0.018,0.5607,False,Device is trust-compliant.,False,,-1
11,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9908,0.0396,0.5716,False,Device is trust-compliant.,False,,-1
11,legacy_mimicry,rogue_laptop,Normal,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11,1
12,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.977,0.018,0.5644,False,Device is trust-compliant.,False,,1
12,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9789,0.0358,0.5727,False,Device is trust-compliant.,False,,1
13,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.984,0.0182,0.5628,False,Device is trust-compliant.,False,,1
13,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.987,0.018,0.5619,False,Device is trust-compliant.,False,,1
14,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9889,0.018,0.5615,False,Device is trust-compliant.,False,,1
14,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9772,0.0239,0.5672,False,Device is trust-compliant.,False,,1
15,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9923,0.018,0.5606,False,Device is trust-compliant.,False,,1
15,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9863,0.0237,0.5649,False,Device is trust-compliant.,False,,1
16,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9948,0.0285,0.5652,False,Device is trust-compliant.,False,,1
16,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9918,0.018,0.5607,False,Device is trust-compliant.,False,,1
17,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9964,0.0687,0.5844,False,Device is trust-compliant.,False,,1
17,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9949,0.018,0.56,False,Device is trust-compliant.,False,,1
18,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9975,0.0304,0.5654,False,Device is trust-compliant.,False,,1
18,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9969,0.018,0.5595,False,Device is trust-compliant.,False,,1
19,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9809,0.018,0.5634,False,Device is trust-compliant.,False,,1
19,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9981,0.0199,0.5601,False,Device is trust-compliant.,False,,1
